"MG","Medina","Unidade Basica de Saude da Familia PSF 2medina","Centro de Saúde/unidade Básica","2120178"
"MG","Medina","Unidade de Especialidades de Medina","Centro de Saúde/unidade Básica","2120194"
"MG","Medina","Unidade Basica de Saude","Centro de Saúde/unidade Básica","5502721"
"MG","Medina","PSF Saudade","Centro de Saúde/unidade Básica","6213588"
"MG","Mendes Pimentel","Centro de Saude de Mendes Pimentel","Centro de Saúde/unidade Básica","2103206"
"MG","Mendes Pimentel","PSF Zona Ruralmendes Pimentel","Centro de Saúde/unidade Básica","2103249"
"MG","Mendes Pimentel","Unidade Basica de Saude Dirceu Clara do Amaral","Centro de Saúde/unidade Básica","6678920"
"MG","Mercês","Posto de Saude Ribeirao Santo Antonio","Posto de Saúde","2162830"
"MG","Mercês","Posto de Saude Retiro","Posto de Saúde","2162806"
"MG","Mercês","Posto de Saude Escadinha","Posto de Saúde","2162814"
"MG","Mercês","Posto de Saude Palestina","Posto de Saúde","2162822"
"MG","Mercês","UBS 3","Centro de Saúde/unidade Básica","2162911"
"MG","Mercês","UBS 1","Centro de Saúde/unidade Básica","2162903"
"MG","Mercês","UBS 2","Centro de Saúde/unidade Básica","2162881"
"MG","Mercês","Centro de Saude de Merces","Centro de Saúde/unidade Básica","2162792"
"MG","Mesquita","Unidade de Saude de Mesquita","Centro de Saúde/unidade Básica","2141094"
"MG","Minas Novas","Posto de Saude de Baixa Quente","Posto de Saúde","2133466"
"MG","Minas Novas","UBS Cristina Rodrigues Mendes Bem Posta","Posto de Saúde","6711367"
"MG","Minas Novas","UBS Paulo Sousa Oliveira Palmital","Posto de Saúde","6711375"
"MG","Minas Novas","UBS Martinha Borges de Sousa Ribeirao dos Santos","Posto de Saúde","6711057"
"MG","Minas Novas","UBS Elisa Fernandes da Silva Imbirucu","Posto de Saúde","6711006"
"MG","Minas Novas","UBS Candida Nunes da Silva Cansancao","Posto de Saúde","6705952"
"MG","Minas Novas","Posto de Saude Lagoa Grande","Centro de Saúde/unidade Básica","2133482"
"MG","Minas Novas","Posto de Saude de Ribeirao da Folha","Centro de Saúde/unidade Básica","2133458"
"MG","Minas Novas","Posto de Saude da Cruzinha","Centro de Saúde/unidade Básica","2133431"
"MG","Minas Novas","UBS Eustaquio Fausto Fernandes","Centro de Saúde/unidade Básica","6385435"
"MG","Minduri","Centro de Saude de Minduri","Centro de Saúde/unidade Básica","2764342"
"MG","Mirabela","Centro de Saude de Muquem","Posto de Saúde","2117894"
"MG","Mirabela","PSF Sao Jose","Centro de Saúde/unidade Básica","2117878"
"MG","Mirabela","PSF Leste Sul","Centro de Saúde/unidade Básica","2182912"
"MG","Mirabela","Centro de Saude de Mirabela","Centro de Saúde/unidade Básica","2117851"
"MG","Mirabela","PSF Sao Geraldo","Centro de Saúde/unidade Básica","2182920"
"MG","Mirabela","PSF de Muquem","Centro de Saúde/unidade Básica","2117886"
"MG","Mirabela","Unidade Basica de Saude Maria Mendes Queiroz","Centro de Saúde/unidade Básica","6286208"
"MG","Miradouro","Posto de Saude de Santa Barbara","Posto de Saúde","2208571"
"MG","Miradouro","Posto de Saude de Serrania","Posto de Saúde","2208520"
"MG","Miradouro","Posto de Saude de Varginha","Posto de Saúde","2208563"
"MG","Miradouro","UBS de Monte Alverne","Posto de Saúde","2208555"
"MG","Miradouro","UBS Zona Rural 1","Centro de Saúde/unidade Básica","2208547"
"MG","Miradouro","Centro de Saude de Miradouro","Centro de Saúde/unidade Básica","2208512"
"MG","Miradouro","UBS Zona Urbana","Centro de Saúde/unidade Básica","2208539"
"MG","Miradouro","Unidade Movel","Unidade Móvel Terrestre","2208598"
"MG","Miraí","Posto de Saude Santo Antonio do Rio Preto","Posto de Saúde","2162636"
"MG","Miraí","UBS Umberto Benevenute Filho","Centro de Saúde/unidade Básica","2162717"
"MG","Miraí","UBS Antonio Carli Bertazzo","Centro de Saúde/unidade Básica","2162695"
"MG","Miraí","UBS Arlindo Lelis","Centro de Saúde/unidade Básica","2162725"
"MG","Miraí","UBS Ataulpho Alves","Centro de Saúde/unidade Básica","2162709"
"MG","Miraí","Posto de Saude Paschoal Trota","Centro de Saúde/unidade Básica","2162628"
"MG","Miravânia","PSF de Miravania","Centro de Saúde/unidade Básica","2117606"
"MG","Miravânia","Centro de Saude de Miravania","Centro de Saúde/unidade Básica","2204452"
"MG","Miravânia","Posto de Saude de Panelinha","Centro de Saúde/unidade Básica","2117908"
"MG","Miravânia","Posto de Saude de Virginio","Centro de Saúde/unidade Básica","2117916"
"MG","Moeda","Moeda Unidade Basica de Saude Pedra Vermelha","Centro de Saúde/unidade Básica","2825066"
"MG","Moeda","Moeda Unidade Basica de Saude Porto Alegre","Centro de Saúde/unidade Básica","2825074"
"MG","Moema","Consodontda Escola Mun Caramuru Moema","Posto de Saúde","2143615"
"MG","Moema","Posto de Saude Chapada de Moema","Centro de Saúde/unidade Básica","2143666"
"MG","Moema","PS Vargem Grande de Moema","Centro de Saúde/unidade Básica","2143658"
"MG","Moema","Cons Odont Chapada de Moema","Centro de Saúde/unidade Básica","2143631"
"MG","Moema","PSF Jose Luiz da Fonseca de Moema","Centro de Saúde/unidade Básica","2148137"
"MG","Moema","Centro de Saude Alexandre de Oliveira Filho de Moema","Centro de Saúde/unidade Básica","2183145"
"MG","Moema","Cons Odont e e Chico Marcal Moema","Centro de Saúde/unidade Básica","2143623"
"MG","Monjolos","Posto de Saude de Quebrape de Monjolos","Posto de Saúde","2159074"
"MG","Monjolos","Posto de Saude de Rodeador de Monjolos","Posto de Saúde","2148080"
"MG","Monjolos","Posto de Saude de Mangabeiras de Monjolos","Posto de Saúde","6861881"
"MG","Monjolos","Centro de Saude de Monjolos","Centro de Saúde/unidade Básica","2157926"
"MG","Monsenhor Paulo","UBS D Marianinha","Centro de Saúde/unidade Básica","2794608"
"MG","Monsenhor Paulo","Centro de Saude Aroldo Pinto Ribeiro","Centro de Saúde/unidade Básica","2794276"
"MG","Monsenhor Paulo","Equipe PSF Saude Para Todos","Centro de Saúde/unidade Básica","2794616"
"MG","Montalvânia","Posto de Saude Pitarana","Posto de Saúde","2203146"
"MG","Montalvânia","Posto de Saude de Cana Brava","Posto de Saúde","2117622"
"MG","Montalvânia","UBS PSF Unidos Pela Saude","Posto de Saúde","2117630"
"MG","Montalvânia","Posto de Saude de Capitania","Posto de Saúde","2117649"
"MG","Montalvânia","Unidade de Saude da Familia Soldados da Saude","Centro de Saúde/unidade Básica","2149826"
"MG","Montalvânia","Unidade de Saude da Familia Esperanca","Centro de Saúde/unidade Básica","2149834"
"MG","Montalvânia","Centro de Saude de Montalvania","Centro de Saúde/unidade Básica","2117614"
"MG","Monte Alegre de Minas","Unidade de Saude da Familia Alfredo Alves Martins","Centro de Saúde/unidade Básica","3000737"
"MG","Monte Alegre de Minas","Centro de Saude Dona Antuninha Delfino","Centro de Saúde/unidade Básica","2145928"
"MG","Monte Alegre de Minas","Unidade de Saude da Familia Jardim Eldorado","Centro de Saúde/unidade Básica","3050645"
"MG","Monte Alegre de Minas","Unidade de Saude da Familia Marina Gomes da Silva","Centro de Saúde/unidade Básica","3616096"
"MG","Monte Alegre de Minas","Unidade de Saude da Familia Dona Luci Bittencourt de Freitas","Centro de Saúde/unidade Básica","5387833"
"MG","Monte Alegre de Minas","Unidade Movel Terrestre","Unidade Móvel Terrestre","2145847"
"MG","Monte Azul","Posto de Saude do Pajeu","Posto de Saúde","2185261"
"MG","Monte Azul","Posto de Saude do Sao Pedro","Posto de Saúde","2185296"
"MG","Monte Azul","Posto de Saude de Canabrava","Posto de Saúde","2185342"
"MG","Monte Azul","Posto de Saude do Rebentao","Posto de Saúde","2185318"
"MG","Monte Azul","Posto de Saude do Cipoal","Posto de Saúde","2185326"
"MG","Monte Azul","Posto de Saude Riachinho","Posto de Saúde","2185350"
"MG","Monte Azul","Unidade Basica de Saude Eutimia Antunes Jorge","Centro de Saúde/unidade Básica","2193868"
"MG","Monte Azul","Unidade Basica de Saude Avelino Goncalves Dias","Centro de Saúde/unidade Básica","2117657"
"MG","Monte Azul","Centro de Saude de Monte Azul","Centro de Saúde/unidade Básica","2140136"
"MG","Monte Azul","A Saude e Fundamental Para A Vida","Centro de Saúde/unidade Básica","2185334"
"MG","Monte Azul","Fisioterapia","Centro de Saúde/unidade Básica","2149451"
"MG","Monte Azul","Saude Direito de Todos","Centro de Saúde/unidade Básica","2185288"
"MG","Monte Azul","A Saude e O Objetivo de Todos","Centro de Saúde/unidade Básica","2104733"
"MG","Monte Azul","Unidade Basica de Saude de Pocoes","Centro de Saúde/unidade Básica","6888739"
"MG","Monte Azul","Unidade Basica de Saude Soco Velho","Centro de Saúde/unidade Básica","6888712"
"MG","Monte Azul","Unidade Basica de Saude Aureliano Antunes Moreira","Centro de Saúde/unidade Básica","6888690"
"MG","Monte Azul","Unidade Basica de Saude de Dourados","Centro de Saúde/unidade Básica","6888747"
"MG","Monte Belo","Posto de Saude Jureia","Centro de Saúde/unidade Básica","2167603"
"MG","Monte Belo","Programa Saude da Familia Candido Bernardes","Centro de Saúde/unidade Básica","6148972"
"MG","Monte Carmelo","Centro de Saude Lagoinha","Posto de Saúde","2206412"
"MG","Monte Carmelo","Centro de Saude Ilidio Mundim Sobrinho","Posto de Saúde","2195895"
"MG","Monte Carmelo","Posto de Saude Genesio Oliveira Pena","Posto de Saúde","2195836"
"MG","Monte Carmelo","e e Elias de Morais","Posto de Saúde","2797534"
"MG","Monte Carmelo","Posto de Saude Juarez Soares Mundim","Centro de Saúde/unidade Básica","2195917"
"MG","Monte Carmelo","PSF Salu Alves Ferreira","Centro de Saúde/unidade Básica","2195852"
"MG","Monte Carmelo","PSF Maricota Fernandes","Centro de Saúde/unidade Básica","2195925"
"MG","Monte Carmelo","Pacs Elias de Morais","Centro de Saúde/unidade Básica","2206404"
"MG","Monte Carmelo","PSF Selva de Moraes Alves Oliveira","Centro de Saúde/unidade Básica","2206471"
"MG","Monte Carmelo","Centro de Saude Francisco Marques Pires","Centro de Saúde/unidade Básica","2195844"
"MG","Monte Carmelo","PSF Dr Rui Moreira da Silva","Centro de Saúde/unidade Básica","5607191"
"MG","Monte Carmelo","PSF Arthur Rosa Penna","Centro de Saúde/unidade Básica","6510132"
"MG","Monte Carmelo","PSF Vivaldo Barbosa Amorim","Centro de Saúde/unidade Básica","6675883"
"MG","Monte Carmelo","PSF Dra Margareth Faleiros Resende","Centro de Saúde/unidade Básica","6746225"
"MG","Monte Carmelo","PSF Joana Felix de Jesus","Centro de Saúde/unidade Básica","6848893"
"MG","Monte Formoso","Unidade Basica de Saude Maria Nunes","Centro de Saúde/unidade Básica","2119781"
"MG","Monte Formoso","Unidade Basica de Saude Cristo Rei","Centro de Saúde/unidade Básica","6320600"
"MG","Monte Santo de Minas","PSF Joao Furlan Neto","Centro de Saúde/unidade Básica","2811693"
"MG","Monte Santo de Minas","Diretoria de Saude de Monte Santo","Centro de Saúde/unidade Básica","2146614"
"MG","Monte Santo de Minas","PSF Maria de Lourdes Mazzaro Marino","Centro de Saúde/unidade Básica","2811707"
"MG","Monte Santo de Minas","PSF Santo Antonio","Centro de Saúde/unidade Básica","2146630"
"MG","Monte Santo de Minas","PSF Sao Camilo de Lelis","Centro de Saúde/unidade Básica","2146665"
"MG","Monte Santo de Minas","PSF Dona Mariucha","Centro de Saúde/unidade Básica","3745813"
"MG","Monte Santo de Minas","PSF Dr Juvenal Magalhaes","Centro de Saúde/unidade Básica","2147475"
"MG","Monte Santo de Minas","PSF Maria Barbosinha","Centro de Saúde/unidade Básica","5590116"
"MG","Monte Santo de Minas","PSF Ana Carolina Castro Luz","Centro de Saúde/unidade Básica","5590108"
"MG","Monte Santo de Minas","Centro de Atencao Psicossocial Rosalino Joao e Paixao","Centro de Saúde/unidade Básica","6276148"
"MG","Montes Claros","Presidio Regional de Montes Claros","Centro de Saúde/unidade Básica","6301304"
"MG","Montes Claros","Centro Socioeducativo do Adolescente Nossa Senhora Aparecida","Centro de Saúde/unidade Básica","6355625"
"MG","Montes Claros","Esfsb M1 Aparecida do Mundo Novo","Centro de Saúde/unidade Básica","2219409"
"MG","Montes Claros","Esfsb M1 Jardim Palmeiras I","Centro de Saúde/unidade Básica","2150042"
"MG","Montes Claros","Esfsb M1 Vila Mauriceia","Centro de Saúde/unidade Básica","3688135"
"MG","Montes Claros","Esfsb M2 Vila Tiradentes","Centro de Saúde/unidade Básica","2219352"
"MG","Montes Claros","Esfsb M1 Nova Esperanca","Centro de Saúde/unidade Básica","2203480"
"MG","Montes Claros","Esfsb M1 Santo Antonio II","Centro de Saúde/unidade Básica","2150034"
"MG","Montes Claros","Esfsb M1 Novo Delfino","Centro de Saúde/unidade Básica","2219093"
"MG","Montes Claros","Esfsb M2 Delfino Magalhaes","Centro de Saúde/unidade Básica","2150050"
"MG","Montes Claros","Esfsb M2 Tancredo Neves","Centro de Saúde/unidade Básica","2219328"
"MG","Montes Claros","Centro de Saude Vila Oliveira","Centro de Saúde/unidade Básica","2219018"
"MG","Montes Claros","Esfsb M2 Santa Lucia I","Centro de Saúde/unidade Básica","3180107"
"MG","Montes Claros","Esfsb M1 Clarice Ataide","Centro de Saúde/unidade Básica","2219344"
"MG","Montes Claros","Esfsb M1 Bela Paisagem","Centro de Saúde/unidade Básica","3180166"
"MG","Montes Claros","Eacs Santa Rosa de Lima","Centro de Saúde/unidade Básica","2219379"
"MG","Montes Claros","Esfsb M1 Cidade Cristo Rei","Centro de Saúde/unidade Básica","3180115"
"MG","Montes Claros","Esfsb M1 Jardim Palmeiras II","Centro de Saúde/unidade Básica","3180093"
"MG","Montes Claros","Esfsb M1 Vilage do Lago","Centro de Saúde/unidade Básica","2219069"
"MG","Montes Claros","Centro de Saude Sao Judas","Centro de Saúde/unidade Básica","2218984"
"MG","Montes Claros","Esfsb M1 Santa Eugenia","Centro de Saúde/unidade Básica","2150093"
"MG","Montes Claros","Centro de Saude Esplanada","Centro de Saúde/unidade Básica","2219115"
"MG","Montes Claros","Esfsb M1 Vila Atlantida","Centro de Saúde/unidade Básica","2219301"
"MG","Montes Claros","Esfsb M1 Nova Morada","Centro de Saúde/unidade Básica","2150115"
"MG","Montes Claros","Esfsb M1 Cidade Industrial","Centro de Saúde/unidade Básica","2219107"
"MG","Montes Claros","Esf Sao Geraldo II","Centro de Saúde/unidade Básica","3413578"
"MG","Montes Claros","Centro de Saude Vera Cruz","Centro de Saúde/unidade Básica","2218992"
"MG","Montes Claros","Eacssb M2 Eldorado II","Centro de Saúde/unidade Básica","3180123"
"MG","Montes Claros","Centro de Saude Planalto","Centro de Saúde/unidade Básica","2149931"
"MG","Montes Claros","Esfsb M1 Eldorado I","Centro de Saúde/unidade Básica","2150107"
"MG","Montes Claros","Esfsb M1 Vila Telma","Centro de Saúde/unidade Básica","2203472"
"MG","Montes Claros","Centro de Saude Antonio Pimenta","Centro de Saúde/unidade Básica","2149893"
"MG","Montes Claros","Esfsb M1 Independencia I","Centro de Saúde/unidade Básica","2150026"
"MG","Montes Claros","Esfsb M2 Vila Sion","Centro de Saúde/unidade Básica","2150018"
"MG","Montes Claros","Centro de Saude Major Prates","Centro de Saúde/unidade Básica","2149915"
"MG","Montes Claros","Esfsb M1 Santa Rafaela","Centro de Saúde/unidade Básica","2150077"
"MG","Montes Claros","Centro de Saude Renascenca","Centro de Saúde/unidade Básica","2149958"
"MG","Montes Claros","Eacssb M1 Independencia II","Centro de Saúde/unidade Básica","2219077"
"MG","Montes Claros","Centro de Saude Cintra","Centro de Saúde/unidade Básica","2219212"
"MG","Montes Claros","Esfsb M1 Santo Antonio I","Centro de Saúde/unidade Básica","2219085"
"MG","Montes Claros","Esfsb M1 Jose Carlos de Lima","Centro de Saúde/unidade Básica","2150069"
"MG","Montes Claros","Esfsb M1 Vila Oliveira","Centro de Saúde/unidade Básica","3688100"
"MG","Montes Claros","Centro de Saude Maracana","Centro de Saúde/unidade Básica","2149923"
"MG","Montes Claros","Esfsb M1 Monte Carmelo II","Centro de Saúde/unidade Básica","3180182"
"MG","Montes Claros","Esf Vila Analia","Centro de Saúde/unidade Básica","2150085"
"MG","Montes Claros","Esfsb M1 Independencia III","Centro de Saúde/unidade Básica","2219336"
"MG","Montes Claros","Esfsb M1 Bela Vista","Centro de Saúde/unidade Básica","3180158"
"MG","Montes Claros","Esf Miralta","Centro de Saúde/unidade Básica","5212529"
"MG","Montes Claros","Esf Jardim Primavera","Centro de Saúde/unidade Básica","5212545"
"MG","Montes Claros","Esf Mandaquaril","Centro de Saúde/unidade Básica","5212588"
"MG","Montes Claros","Esf Samambaia","Centro de Saúde/unidade Básica","5212618"
"MG","Montes Claros","Esfsb M2 Planalto Rural","Centro de Saúde/unidade Básica","5212626"
"MG","Montes Claros","Esfsb M1 Santa Lucia II","Centro de Saúde/unidade Básica","5302897"
"MG","Montes Claros","Esfsb M2 Santos Reis","Centro de Saúde/unidade Básica","5302927"
"MG","Montes Claros","Esfsb M1 Morrinhos II","Centro de Saúde/unidade Básica","5304989"
"MG","Montes Claros","Esfsb M1 Morrinhos I","Centro de Saúde/unidade Básica","5304997"
"MG","Montes Claros","Esfsb M1 Lourdes I","Centro de Saúde/unidade Básica","5305063"
"MG","Montes Claros","Esfsb M1 Alto da Boa Vista","Centro de Saúde/unidade Básica","5307171"
"MG","Montes Claros","Esfsb M1 Monte Carmelo I","Centro de Saúde/unidade Básica","5302803"
"MG","Montes Claros","Esfsb M1 Cintra I","Centro de Saúde/unidade Básica","5302854"
"MG","Montes Claros","Esfsb M1 Cintra II","Centro de Saúde/unidade Básica","5302994"
"MG","Montes Claros","Esfsb M1 Morrinhos III","Centro de Saúde/unidade Básica","5305047"
"MG","Montes Claros","Esfsb M1 Lourdes II","Centro de Saúde/unidade Básica","5305055"
"MG","Montes Claros","Esfsb M1 Vila Sao Francisco de Assis","Centro de Saúde/unidade Básica","5305071"
"MG","Montes Claros","Esf Santa Paula Elizabeth","Centro de Saúde/unidade Básica","5912415"
"MG","Montes Claros","Eacs Jardim Brasil Amazonas","Centro de Saúde/unidade Básica","5915694"
"MG","Montes Claros","Eacs Vera Cruz","Centro de Saúde/unidade Básica","6023282"
"MG","Montes Claros","Esf Carmelo","Centro de Saúde/unidade Básica","5998220"
"MG","Montes Claros","Eacs Ciro dos Anjos","Centro de Saúde/unidade Básica","5998247"
"MG","Montes Claros","Eacs Major Prates","Centro de Saúde/unidade Básica","5998263"
"MG","Montes Claros","Eacs Vila Campos","Centro de Saúde/unidade Básica","6065295"
"MG","Montes Claros","Esf Nossa Senhora de Fatima","Centro de Saúde/unidade Básica","6065325"
"MG","Montes Claros","Esf Clarindo Lopes","Centro de Saúde/unidade Básica","6065627"
"MG","Montes Claros","Eacs Jose Correa Machado","Centro de Saúde/unidade Básica","6065341"
"MG","Montes Claros","Esf Maracana I","Centro de Saúde/unidade Básica","6053645"
"MG","Montes Claros","Eacs Chiquinho Guimaraes","Centro de Saúde/unidade Básica","6117031"
"MG","Montes Claros","Esf Santa Barbara","Centro de Saúde/unidade Básica","6297943"
"MG","Montes Claros","Esf Vargem Grande","Centro de Saúde/unidade Básica","6329675"
"MG","Montes Claros","Esf Sao Geraldo","Centro de Saúde/unidade Básica","6329632"
"MG","Montes Claros","Esf Jardim Sao Geraldo","Centro de Saúde/unidade Básica","6329705"
"MG","Montes Claros","Esf Maracana II","Centro de Saúde/unidade Básica","6385532"
"MG","Montes Claros","Esf Maracana IV","Centro de Saúde/unidade Básica","6385567"
"MG","Montes Claros","Eacs Nossa Senhora das Gracas","Centro de Saúde/unidade Básica","6409911"
"MG","Montes Claros","Eacs Vila Greyce","Centro de Saúde/unidade Básica","6410006"
"MG","Montes Claros","Esf Maracana III","Centro de Saúde/unidade Básica","6385559"
"MG","Montes Claros","Eacs Jardim Santo Inacio","Centro de Saúde/unidade Básica","6629296"
"MG","Montes Claros","Esf Francisco Peres","Centro de Saúde/unidade Básica","6588840"
"MG","Montes Claros","Eacs Alterosa","Centro de Saúde/unidade Básica","6591302"
"MG","Montes Claros","Unidade Movel Prefeitura Onibus","Unidade Móvel Terrestre","2203758"
"MG","Montes Claros","Unidade Movel Prefeitura Kombi","Unidade Móvel Terrestre","2203766"
"MG","Monte Sião","PSF I Dr Francisco de Assis Araujo Monte Siao","Centro de Saúde/unidade Básica","2795396"
"MG","Monte Sião","UBS Raimundo Ht Silva Monte Siao","Centro de Saúde/unidade Básica","2212889"
"MG","Monte Sião","UBS Avelino Borges Queiros Monte Siao","Centro de Saúde/unidade Básica","2213087"
"MG","Monte Sião","PSF IV Alaercio Zucato","Centro de Saúde/unidade Básica","6373488"
"MG","Monte Sião","PSF III Mario Aparecido Florencio Monte Siao","Centro de Saúde/unidade Básica","6200281"
"MG","Montezuma","Posto de Saude Brejinho","Posto de Saúde","2192195"
"MG","Montezuma","Posto de Saude Estiva","Posto de Saúde","2192144"
"MG","Montezuma","Posto de Saude Sao Bartolomeu","Posto de Saúde","2192179"
"MG","Montezuma","Posto de Saude Areiao","Posto de Saúde","2192160"
"MG","Montezuma","Unidade de Saude da Familia Santa Luzia PSF","Centro de Saúde/unidade Básica","2204479"
"MG","Montezuma","Centro de Saude Santa Luzia","Centro de Saúde/unidade Básica","2204460"
"MG","Morada Nova de Minas","Posto de Saude Frei Orlando Morada Nova Minas","Posto de Saúde","2155877"
"MG","Morada Nova de Minas","Posto de Saude Vau das Floresmorada Nova Minas","Posto de Saúde","2148099"
"MG","Morada Nova de Minas","Posto de Saude Cacimbas Morada Nova Minas","Posto de Saúde","2155869"
"MG","Morada Nova de Minas","Centro de Saude Morada Nova de Minas","Centro de Saúde/unidade Básica","2155826"
"MG","Morada Nova de Minas","Unidade Basica de Saude Alvim Alvares da Silva","Centro de Saúde/unidade Básica","5977312"
"MG","Morada Nova de Minas","Unidade Basica de Saude Tito Jose Alvares da Silva","Centro de Saúde/unidade Básica","5977320"
"MG","Morada Nova de Minas","Unidade Basica de Saude Manoel Jacy Torquato","Centro de Saúde/unidade Básica","5977339"
"MG","Morro da Garça","Centro de Saude Morro da Garca","Centro de Saúde/unidade Básica","2157071"
"MG","Morro do Pilar","PSF Ana Soares Vieira Sa Donana","Centro de Saúde/unidade Básica","3404331"
"MG","Morro do Pilar","Centro de Saude de Morro do Pilar","Centro de Saúde/unidade Básica","2170256"
"MG","Munhoz","UBS Antonio Adriao Garcia Munhoz","Centro de Saúde/unidade Básica","2215063"
"MG","Muriaé","Penitenciaria Dr Manoel Martins Lisboa Junior","Centro de Saúde/unidade Básica","5432588"
"MG","Muriaé","UBS Planalto","Posto de Saúde","2811715"
"MG","Muriaé","Posto de Saude do Santana","Posto de Saúde","2162350"
"MG","Muriaé","Posto de Saude do Vermelho","Posto de Saúde","2162288"
"MG","Muriaé","UBS Bom Jesus","Posto de Saúde","2162261"
"MG","Muriaé","UBS Sao Francisco","Posto de Saúde","6807119"
"MG","Muriaé","UBS Joanopolis","Centro de Saúde/unidade Básica","2161877"
"MG","Muriaé","UBS Sao Pedro","Centro de Saúde/unidade Básica","2811766"
"MG","Muriaé","UBS Primavera","Centro de Saúde/unidade Básica","3432653"
"MG","Muriaé","UBS Vermelho","Centro de Saúde/unidade Básica","2161915"
"MG","Muriaé","UBS Itamuri","Centro de Saúde/unidade Básica","2161893"
"MG","Muriaé","UBS Safira","Centro de Saúde/unidade Básica","2811723"
"MG","Muriaé","UBS Sao Gotardo","Centro de Saúde/unidade Básica","3432688"
"MG","Muriaé","Centro de Saude Sao Cristovao","Centro de Saúde/unidade Básica","2811731"
"MG","Muriaé","Centro de Saude Santo Antonio","Centro de Saúde/unidade Básica","2162091"
"MG","Muriaé","Centro de Saude Jose Cirilo","Centro de Saúde/unidade Básica","2161990"
"MG","Muriaé","Centro de Saude do Porto","Centro de Saúde/unidade Básica","2161974"
"MG","Muriaé","UBS Santana","Centro de Saúde/unidade Básica","2162342"
"MG","Muriaé","Centro de Atendimento Ao Servidor","Centro de Saúde/unidade Básica","2162067"
"MG","Muriaé","UBS Belisario","Centro de Saúde/unidade Básica","2811758"
"MG","Muriaé","UBS Gaspar","Centro de Saúde/unidade Básica","2162296"
"MG","Muriaé","Caic","Centro de Saúde/unidade Básica","2161931"
"MG","Muriaé","Centro de Saude Santa Terezinha","Centro de Saúde/unidade Básica","2162008"
"MG","Muriaé","UBS Boa Familia","Centro de Saúde/unidade Básica","2811685"
"MG","Muriaé","UBS Barra 1","Centro de Saúde/unidade Básica","2162075"
"MG","Muriaé","Centro de Saude Dr Clovis de Aquino","Centro de Saúde/unidade Básica","2161834"
"MG","Muriaé","Centro de Saude Cel Izalino","Centro de Saúde/unidade Básica","2162334"
"MG","Muriaé","UBS Marambaia","Centro de Saúde/unidade Básica","2161923"
"MG","Muriaé","Centro de Atendimento Especializado","Centro de Saúde/unidade Básica","5224497"
"MG","Muriaé","UBS Aeroporto","Centro de Saúde/unidade Básica","5357713"
"MG","Muriaé","UBS Barra 2","Centro de Saúde/unidade Básica","5357691"
"MG","Muriaé","UBS Porto","Centro de Saúde/unidade Básica","5357667"
"MG","Muriaé","UBS Dornelas","Centro de Saúde/unidade Básica","5476364"
